データ識別番号,農場名,品目,圃場名,測定日,時期,圃場内位置,圃場内位置2,備考1,備考2,備考3,備考4,圧力[kPa]1cm,圧力[kPa]2cm,圧力[kPa]3cm,圧力[kPa]4cm,圧力[kPa]5cm,圧力[kPa]6cm,圧力[kPa]7cm,圧力[kPa]8cm,圧力[kPa]9cm,圧力[kPa]10cm,圧力[kPa]11cm,圧力[kPa]12cm,圧力[kPa]13cm,圧力[kPa]14cm,圧力[kPa]15cm,圧力[kPa]16cm,圧力[kPa]17cm,圧力[kPa]18cm,圧力[kPa]19cm,圧力[kPa]20cm,圧力[kPa]21cm,圧力[kPa]22cm,圧力[kPa]23cm,圧力[kPa]24cm,圧力[kPa]25cm,圧力[kPa]26cm,圧力[kPa]27cm,圧力[kPa]28cm,圧力[kPa]29cm,圧力[kPa]30cm,圧力[kPa]31cm,圧力[kPa]32cm,圧力[kPa]33cm,圧力[kPa]34cm,圧力[kPa]35cm,圧力[kPa]36cm,圧力[kPa]37cm,圧力[kPa]38cm,圧力[kPa]39cm,圧力[kPa]40cm,圧力[kPa]41cm,圧力[kPa]42cm,圧力[kPa]43cm,圧力[kPa]44cm,圧力[kPa]45cm,圧力[kPa]46cm,圧力[kPa]47cm,圧力[kPa]48cm,圧力[kPa]49cm,圧力[kPa]50cm,圧力[kPa]51cm,圧力[kPa]52cm,圧力[kPa]53cm,圧力[kPa]54cm,圧力[kPa]55cm,圧力[kPa]56cm,圧力[kPa]57cm,圧力[kPa]58cm,圧力[kPa]59cm,圧力[kPa]60cm,圧力[kPa]61cm,圧力[kPa]62cm,圧力[kPa]63cm,圧力[kPa]64cm,圧力[kPa]65cm,圧力[kPa]66cm,圧力[kPa]67cm,圧力[kPa]68cm,圧力[kPa]69cm,圧力[kPa]70cm,圧力[kPa]71cm,圧力[kPa]72cm,圧力[kPa]73cm,圧力[kPa]74cm,圧力[kPa]75cm,圧力[kPa]76cm,圧力[kPa]77cm,圧力[kPa]78cm,圧力[kPa]79cm,圧力[kPa]80cm,圧力[kPa]81cm,圧力[kPa]82cm,圧力[kPa]83cm,圧力[kPa]84cm,圧力[kPa]85cm,圧力[kPa]86cm,圧力[kPa]87cm,圧力[kPa]88cm,圧力[kPa]89cm,圧力[kPa]90cm
S-220512-00011,Agsoil,ラッカセイ,A,22.05.08,粗耕起,C,3,,,,,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00012,Agsoil,ラッカセイ,A,22.05.08,粗耕起,C,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,440,960,1324,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1337.0,1350,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00013,Agsoil,ラッカセイ,A,22.05.08,粗耕起,C,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,258,546,1061,1274,1577,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1375,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00014,Agsoil,ラッカセイ,A,22.05.08,粗耕起,C,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,303,1259,1734,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1122,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00015,Agsoil,ラッカセイ,A,22.05.08,粗耕起,C,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,485,925,1228,1547,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1461,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00016,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,318,975,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1253,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00017,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,586,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1466,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00018,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,480,733,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,1243,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00019,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,617,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,758.5,900,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00020,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,561,981,1329,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,1106.5,884,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00021,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,460,981,1279,1451,1724,1799,1885,1860,1729,1734,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1435.5,1137,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00022,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,263,950,1375,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1584.5,1794,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00023,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,531,834,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1109.5,1385,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00024,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,541,1071,1476,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,1236.0,996,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00025,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,3,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,521,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,687.5,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00026,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,531,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,1147,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00027,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,339,682,935,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1107,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00028,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,308,672,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1506,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00029,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,713,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1355,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00030,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,551,920,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,950.5,981,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00031,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,242,849,1380,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1455.5,1531,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00032,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,505,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,1417.5,2330,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00033,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,273,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,283,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00034,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,606,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1051.0,1496,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00035,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,2,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,566,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,2224,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00036,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,414,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,525.5,637,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00037,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,399,991,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,283,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00038,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,571,849,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,2623,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00039,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,460,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,1546.5,2633,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00040,Agsoil,ラッカセイ,A,22.05.08,粗耕起,B,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,551,950,1334,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1301.5,1269,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-220512-00041,Agsoil,ラッカセイ,A,22.05.08,粗耕起,A,1,,,,,232,232,232,232,232,232,232,232,232,232,232,232,232,232,237,677,1082,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,1761.5,2441,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
